,winner,loser,weight class,method,win_round,win time,winner age,loser age,winner_wins,winner loses,loser wins,loser loses,winner height,loser height,winner reach,loser reach,winner leg reach,loser leg reach,Event name,date
4504,Hermes França,Spencer Fisher,Lightweight,TKO (punches),2,4:03,-15,-15,17,5,19,2,0,0,0,0,0,0,UFC Fight Night: Evans vs. Salmon,"January 25, 2007"
4505,Nate Marquardt,Dean Lister,Middleweight,"Decision (unanimous) (30–27, 30–25, 30–25)",3,5:00,27,-15,24,6,9,4,72.00,0,74.00,0,42.00,0,UFC Fight Night: Evans vs. Salmon,"January 25, 2007"
4506,Din Thomas,Clay Guida,Lightweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,-15,25,21,6,21,6,0,67.00,0,70.00,0,38.00,UFC Fight Night: Evans vs. Salmon,"January 25, 2007"
4507,Keith Jardine,Forrest Griffin,Light Heavyweight,TKO (punches),1,4:41,-16,-16,12,2,13,3,0,0,0,0,0,0,UFC 66,"December 30, 2006"
4508,Jason MacDonald,Chris Leben,Middleweight,Submission (guillotine choke),2,4:03,-16,25,17,7,16,3,0,71.00,0,74.00,0,0,UFC 66,"December 30, 2006"
4509,Andrei Arlovski,Márcio Cruz,Heavyweight,KO (punches),1,3:15,27,-16,10,5,2,1,75.00,0,77.00,0,44.00,0,UFC 66,"December 30, 2006"
4510,Michael Bisping,Eric Schafer,Light Heavyweight,TKO (punches),1,4:24,27,-16,11,0,8,1,73.00,0,75.50,0,44.50,0,UFC 66,"December 30, 2006"
4511,Thiago Alves,Tony DeSouza,Welterweight,KO (knee),2,1:10,22,-16,11,5,10,2,69.00,0,70.00,0,37.50,0,UFC 66,"December 30, 2006"
4512,Gabriel Gonzaga,Carmelo Marrero,Heavyweight,Submission (armbar),1,3:22,26,-16,6,1,6,0,74.00,0,76.00,0,42.00,0,UFC 66,"December 30, 2006"
4513,Yushin Okami,Rory Singer,Middleweight,Submission (punches),3,4:03,24,-16,19,3,10,5,74.00,0,75.00,0,41.50,0,UFC 66,"December 30, 2006"
4514,Christian Wellisch,Anthony Perosh,Heavyweight,"Decision (unanimous) (29–28, 29–27, 29–28)",3,5:00,-16,33,6,3,5,2,0,75.00,0,75.00,0,44.00,UFC 66,"December 30, 2006"
4515,Diego Sanchez,Joe Riggs,Welterweight,KO (knee and punches),1,1:45,24,23,16,0,25,7,70.00,72.00,72.50,70.00,40.00,37.00,UFC Fight Night: Sanchez vs. Riggs,"December 13, 2006"
4516,Karo Parisyan,Drew Fickett,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,-16,-16,15,4,29,4,0,0,0,0,0,0,UFC Fight Night: Sanchez vs. Riggs,"December 13, 2006"
4517,Alan Belcher,Jorge Santiago,Middleweight,KO (head kick),3,2:45,-16,-16,9,3,12,6,0,0,0,0,0,0,UFC Fight Night: Sanchez vs. Riggs,"December 13, 2006"
4518,Luigi Fioravanti,Dave Menne,Welterweight,TKO (punches),1,4:44,-16,-16,10,1,41,14,0,0,0,0,0,0,UFC Fight Night: Sanchez vs. Riggs,"December 13, 2006"
4519,Brock Larson,Keita Nakamura,Welterweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,-16,21,21,1,15,0,0,71.00,0,73.00,0,40.00,UFC Fight Night: Sanchez vs. Riggs,"December 13, 2006"
4520,Georges St-Pierre,Matt Hughes (c),Welterweight,TKO (head kick and punches),2,1:25,24,-16,12,1,41,4,70.50,0,76.00,0,42.00,0,UFC 65,"November 18, 2006"
4521,Tim Sylvia (c),Jeff Monson,Heavyweight,"Decision (unanimous) (50–45, 49–46, 49–46)",5,5:00,-16,-16,22,2,23,5,0,0,0,0,0,0,UFC 65,"November 18, 2006"
4522,Drew McFedries,Alessio Sakara,Light Heavyweight,TKO (punches),1,4:07,-16,24,4,1,11,4,0,72.00,0,72.00,0,0,UFC 65,"November 18, 2006"
4523,Brandon Vera,Frank Mir,Heavyweight,TKO (punches),1,1:09,28,26,7,0,9,2,74.00,75.00,0,79.00,0,43.00,UFC 65,"November 18, 2006"
4524,Joe Stevenson,Dokonjonosuke Mishima,Lightweight,Submission (guillotine choke),1,2:07,-16,-16,25,7,18,4,0,0,0,0,0,0,UFC 65,"November 18, 2006"
4525,Nick Diaz,Gleison Tibau,Welterweight,TKO (punches),2,2:27,22,22,13,6,16,2,73.00,69.00,76.00,71.00,40.00,39.00,UFC 65,"November 18, 2006"
4526,James Irvin,Hector Ramirez,Light Heavyweight,TKO (punch and elbows),2,2:36,-16,-16,11,3,6,1,0,0,0,0,0,0,UFC 65,"November 18, 2006"
4527,Anderson Silva,Rich Franklin (c),Middleweight,KO (knee),1,2:59,30,-16,18,4,22,1,74.00,0,77.00,0,42.50,0,UFC 64,"October 14, 2006"
4528,Sean Sherk,Kenny Florian,Lightweight,"Decision (unanimous) (49–46, 49–46, 50–45)",5,5:00,-16,-16,32,2,5,2,0,0,0,0,0,0,UFC 64,"October 14, 2006"
4529,Jon Fitch,Kuniyoshi Hironaka,Welterweight,"Decision (unanimous) (30–25, 30–27, 30–27)",3,5:00,-16,-16,14,2,10,2,0,0,0,0,0,0,UFC 64,"October 14, 2006"
4530,Carmelo Marrero,Cheick Kongo,Heavyweight,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,-16,-16,5,0,9,2,0,0,0,0,0,0,UFC 64,"October 14, 2006"
4531,Spencer Fisher,Dan Lauzon,Lightweight,TKO (punches),1,4:38,-16,-16,18,2,4,0,0,0,0,0,0,0,UFC 64,"October 14, 2006"
4532,Yushin Okami,Kalib Starnes,Middleweight,TKO (punches),3,1:40,24,-16,18,3,7,0,74.00,0,75.00,0,41.50,0,UFC 64,"October 14, 2006"
4533,Kurt Pellegrino,Júnior Assunção,Lightweight,Submission (rear-naked choke),1,2:04,-16,-16,9,2,4,1,0,0,0,0,0,0,UFC 64,"October 14, 2006"
4534,Tito Ortiz,Ken Shamrock,Light Heavyweight,TKO (punches),1,2:23,-16,-16,14,4,26,11,0,0,0,0,0,0,Ortiz vs. Shamrock 3: The Final Chapter,"October 10, 2006"
4535,Jason MacDonald,Ed Herman,Middleweight,Submission (triangle choke),1,2:43,-16,25,16,7,13,4,0,74.00,0,77.00,0,42.00,Ortiz vs. Shamrock 3: The Final Chapter,"October 10, 2006"
4536,Matt Hamill,Seth Petruzelli,Light Heavyweight,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00,29,-16,2,0,7,2,73.00,0,0,0,0,0,Ortiz vs. Shamrock 3: The Final Chapter,"October 10, 2006"
4537,Nate Marquardt,Crafton Wallace,Middleweight,Submission (rear-naked choke),2,1:14,26,-16,23,6,13,2,72.00,0,74.00,0,42.00,0,Ortiz vs. Shamrock 3: The Final Chapter,"October 10, 2006"
4538,Tony DeSouza,Dustin Hazelett,Welterweight,Submission (kimura),1,3:59,-16,-16,9,2,7,2,0,0,0,0,0,0,Ortiz vs. Shamrock 3: The Final Chapter,"October 10, 2006"
4539,Rory Singer,Josh Haynes,Middleweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,-16,-16,9,5,12,6,0,0,0,0,0,0,Ortiz vs. Shamrock 3: The Final Chapter,"October 10, 2006"
4540,Thiago Alves,John Alessio,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,22,-16,10,5,18,8,69.00,0,70.00,0,37.50,0,Ortiz vs. Shamrock 3: The Final Chapter,"October 10, 2006"
4541,Matt Hughes (c),B.J. Penn,Welterweight,TKO (punches),3,3:53,-16,-16,40,4,10,3,0,0,0,0,0,0,UFC 63,"September 23, 2006"
4542,Mike Swick,David Loiseau,Middleweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,-16,-16,9,1,14,5,170.50,0,0,0,0,0,UFC 63,"September 23, 2006"
4543,Melvin Guillard,Gabe Ruediger,Lightweight,TKO (punch to the body),2,1:01,-16,-16,20,5,10,2,156.00,0,68.00,0,0,0,UFC 63,"September 23, 2006"
4544,Rashad Evans,Jason Lambert,Light Heavyweight,KO (punches),2,2:22,26,-16,8,0,22,5,72.00,0,75.00,0,42.00,0,UFC 63,"September 23, 2006"
4545,Joe Lauzon,Jens Pulver,Lightweight,TKO (punch),1,0:48,21,-16,13,3,21,6,70.00,0,71.50,0,40.50,0,UFC 63,"September 23, 2006"
4546,Roger Huerta,Jason Dent,Lightweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,-16,-16,14,1,14,6,0,0,0,0,0,0,UFC 63,"September 23, 2006"
4547,Forrest Griffin,Stephan Bonnar,Light Heavyweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,-16,-16,12,3,10,3,0,0,0,0,0,0,UFC 62,"August 26, 2006"
4548,Nick Diaz,Josh Neer,Welterweight,Submission (kimura),3,1:42,22,-16,12,6,17,4,73.00,0,76.00,0,40.00,0,UFC 62,"August 26, 2006"
4549,Cheick Kongo,Christian Wellisch,Heavyweight,KO (knee),1,2:51,-16,-16,8,2,6,2,0,0,0,0,0,0,UFC 62,"August 26, 2006"
4550,Hermes França,Jamie Varner,Lightweight,Submission (armbar),3,3:31,-16,21,15,5,11,1,0,68.00,0,72.00,0,0,UFC 62,"August 26, 2006"
4551,Eric Schafer,Rob MacDonald,Light Heavyweight,Technical Submission (arm-triangle choke),1,2:26,-16,-16,7,1,4,1,0,0,0,0,0,0,UFC 62,"August 26, 2006"
4552,David Heath,Cory Walmsley,Light Heavyweight,Submission (rear-naked choke),1,2:32,-16,-16,7,0,8,1,0,0,0,0,0,0,UFC 62,"August 26, 2006"
4553,Yushin Okami,Alan Belcher,Middleweight,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00,24,-16,17,3,9,2,74.00,0,75.00,0,41.50,0,UFC 62,"August 26, 2006"
4554,Diego Sanchez,Karo Parisyan,Welterweight,"Decision (unanimous) (29–28, 29–28, 30–26)",3,5:00,24,-16,15,0,15,3,70.00,0,72.50,0,40.00,0,UFC Fight Night: Sanchez vs. Parisyan,"August 17, 2006"
4555,Chris Leben,Jorge Santiago,Middleweight,KO (punch),2,0:35,25,-16,15,3,12,5,71.00,0,74.00,0,0,0,UFC Fight Night: Sanchez vs. Parisyan,"August 17, 2006"
4556,Dean Lister,Yuki Sasaki,Middleweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,-16,-16,8,4,20,12,0,0,0,0,0,0,UFC Fight Night: Sanchez vs. Parisyan,"August 17, 2006"
4557,Josh Koscheck,Jonathan Goulet,Welterweight,Submission (punches),1,4:10,28,-16,6,1,16,6,70.00,0,73.00,0,0,0,UFC Fight Night: Sanchez vs. Parisyan,"August 17, 2006"
4558,Martin Kampmann,Crafton Wallace,Middleweight,Submission (rear-naked choke),1,2:59,23,-16,9,1,11,1,72.00,0,0,0,0,0,UFC Fight Night: Sanchez vs. Parisyan,"August 17, 2006"
4559,Joe Riggs,Jason Von Flue,Welterweight,Submission (triangle choke),1,2:01,23,-16,24,7,11,5,72.00,0,70.00,0,37.00,0,UFC Fight Night: Sanchez vs. Parisyan,"August 17, 2006"
4560,Forrest Petz,Sam Morgan,Welterweight,"Decision (unanimous) (30–27, 30–26, 30–23)",3,5:00,-16,-16,14,2,18,7,0,0,0,0,0,0,UFC Fight Night: Sanchez vs. Parisyan,"August 17, 2006"
4561,Tim Sylvia (c),Andrei Arlovski,Heavyweight,"Decision (unanimous) (48–47, 49–46, 48–47)",5,5:00,-16,27,21,2,10,4,0,75.00,0,77.00,0,44.00,UFC 61,"July 8, 2006"
4562,Josh Burkman,Josh Neer,Welterweight,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00,-16,-16,15,4,17,3,0,0,0,0,0,0,UFC 61,"July 8, 2006"
4563,Tito Ortiz,Ken Shamrock,Light Heavyweight,TKO (elbows),1,1:18,-16,-16,13,4,26,10,0,0,0,0,0,0,UFC 61,"July 8, 2006"
4564,Frank Mir,Dan Christison,Heavyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,26,-16,8,2,8,3,75.00,0,79.00,0,43.00,0,UFC 61,"July 8, 2006"
4565,Jeff Monson,Anthony Perosh,Heavyweight,TKO (punches),1,2:42,-16,33,22,5,5,1,0,75.00,0,75.00,0,44.00,UFC 61,"July 8, 2006"
4566,Drew Fickett,Kurt Pellegrino,Welterweight,Submission (rear-naked choke),3,1:20,-16,-16,28,4,8,1,0,0,0,0,0,0,UFC 61,"July 8, 2006"
4567,Jonathan Goulet,Luke Cummo,Welterweight,"Decision (Majority) (30-27, 30-27, 29-29)",3,5:00,-16,-16,15,6,4,3,0,0,0,0,0,0,UFC Ultimate Fight Night 5,"June 28, 2006"
4568,Anderson Silva,Chris Leben,Middleweight,KO (Knee),1,0:49,30,25,17,4,15,2,74.00,71.00,77.00,74.00,42.50,0,UFC Ultimate Fight Night 5,"June 28, 2006"
4569,Rashad Evans,Stephan Bonnar,Light Heavyweight,"Decision (Majority) (30-27, 29-28, 28-28)",3,5:00,26,-16,7,0,10,2,72.00,0,75.00,0,42.00,0,UFC Ultimate Fight Night 5,"June 28, 2006"
4570,Mark Hominick,Jorge Gurgel,Lightweight,"Decision (Unanimous) (29-28, 29-28, 29-28)",3,5:00,-16,-16,10,5,9,1,0,0,0,0,0,0,UFC Ultimate Fight Night 5,"June 28, 2006"
4571,Josh Koscheck,Dave Menne,Welterweight,Decision (Unanimous),3,5:00,28,-16,5,1,41,13,70.00,0,73.00,0,0,0,UFC Ultimate Fight Night 5,"June 28, 2006"
4572,Jason Lambert,Branden Lee Hinkle,Light Heavyweight,TKO (Punches),1,5:00,-16,-16,21,5,13,7,0,0,0,0,0,0,UFC Ultimate Fight Night 5,"June 28, 2006"
4573,Jon Fitch,Thiago Alves,Welterweight,TKO (Upkick and Punches),2,4:37,-16,22,13,2,10,4,0,69.00,0,70.00,0,37.50,UFC Ultimate Fight Night 5,"June 28, 2006"
4574,Jorge Santiago,Justin Levens,Middleweight,KO (Knee),1,2:13,-16,-16,11,5,7,2,0,0,0,0,0,0,UFC Ultimate Fight Night 5,"June 28, 2006"
4575,Matt Hughes,Royce Gracie,Catchweight (175 lb),TKO (punches),1,4:39,-16,-16,39,4,13,1,0,0,0,0,0,0,UFC 60,"May 27, 2006"
4576,Dean Lister,Alessio Sakara,Light Heavyweight,Submission (triangle choke),1,2:20,-16,24,7,4,11,3,0,72.00,0,72.00,0,0,UFC 60,"May 27, 2006"
4577,Diego Sanchez,John Alessio,Welterweight,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,24,-16,14,0,17,7,70.00,0,72.50,0,40.00,0,UFC 60,"May 27, 2006"
4578,Brandon Vera,Assuerio Silva,Heavyweight,Submission (guillotine choke),1,2:39,28,-16,6,0,11,4,74.00,0,0,0,0,0,UFC 60,"May 27, 2006"
4579,Mike Swick,Joe Riggs,Middleweight,Submission (guillotine choke),1,2:19,28,23,8,1,24,6,170.50,72.00,0,70.00,0,37.00,UFC 60,"May 27, 2006"
4580,Jeremy Horn,Chael Sonnen,Middleweight,Submission (armbar),2,1:17,-16,28,77,14,16,7,0,73.00,0,74.00,0,0,UFC 60,"May 27, 2006"
4581,Spencer Fisher,Matt Wiman,Lightweight,KO (flying knee),2,1:43,-16,22,17,2,6,2,0,70.00,0,68.00,0,39.00,UFC 60,"May 27, 2006"
4582,Gabriel Gonzaga,Fabiano Scherner,Heavyweight,TKO (punches),2,0:24,26,-16,5,1,5,2,74.00,0,76.00,0,42.00,0,UFC 60,"May 27, 2006"
4583,Tim Sylvia,Andrei Arlovski (c),Heavyweight,TKO (punches),1,2:43,-16,-16,20,2,10,3,0,0,0,0,0,0,UFC 59,"April 15, 2006"
4584,Sean Sherk,Nick Diaz,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,-16,22,31,2,11,5,0,73.00,0,76.00,0,40.00,UFC 59,"April 15, 2006"
4585,Tito Ortiz,Forrest Griffin,Light Heavyweight,"Decision (split) (30–27, 28–29, 29–27)",3,5:00,-16,-16,12,4,12,2,0,0,0,0,0,0,UFC 59,"April 15, 2006"
4586,Evan Tanner,Justin Levens,Middleweight,Submission (triangle choke),1,3:14,-16,-16,31,6,7,1,0,0,0,0,0,0,UFC 59,"April 15, 2006"
4587,Jeff Monson,Marcio Cruz,Heavyweight,"Decision (split) (30–27, 29–28, 28–29)",3,5:00,-16,-16,21,5,2,0,0,0,0,0,0,0,UFC 59,"April 15, 2006"
4588,Karo Parisyan,Nick Thompson,Welterweight,TKO (punches),1,4:44,-16,-16,14,3,24,8,0,0,0,0,0,0,UFC 59,"April 15, 2006"
4589,David Terrell,Scott Smith,Middleweight,Submission (rear-naked choke),1,3:08,-16,-16,5,2,10,1,0,0,0,0,0,0,UFC 59,"April 15, 2006"
4590,Jason Lambert,Terry Martin,Light Heavyweight,TKO (punches),2,2:37,-16,-16,20,5,12,2,0,0,0,0,0,0,UFC 59,"April 15, 2006"
4591,Stephan Bonnar,Keith Jardine,Light Heavyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,-16,-16,9,2,11,1,0,0,0,0,0,0,UFC Ultimate Fight Night 4,"April 6, 2006"
4592,Rashad Evans,Sam Hoger,Light Heavyweight,"Decision (split) (28–29, 30–27, 29–28)",3,5:00,26,-16,6,0,6,1,72.00,0,75.00,0,42.00,0,UFC Ultimate Fight Night 4,"April 6, 2006"
4593,Josh Neer,Joe Stevenson,Welterweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,-16,-16,16,3,24,6,0,0,0,0,0,0,UFC Ultimate Fight Night 4,"April 6, 2006"
4594,Chris Leben,Luigi Fioravanti,Middleweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,25,-16,14,2,7,0,71.00,0,74.00,0,0,0,UFC Ultimate Fight Night 4,"April 6, 2006"
4595,Luke Cummo,Jason Von Flue,Welterweight,"Decision (unanimous) (30–27, 30–26, 30–27)",3,5:00,-16,-16,3,3,11,4,0,0,0,0,0,0,UFC Ultimate Fight Night 4,"April 6, 2006"
4596,Jon Fitch,Josh Burkman,Welterweight,Submission (rear-naked choke),2,4:57,-16,-16,12,2,15,3,0,0,0,0,0,0,UFC Ultimate Fight Night 4,"April 6, 2006"
4597,Dan Christison,Brad Imes,Heavyweight,Submission (armbar),3,3:37,-16,-16,7,3,3,1,0,0,0,0,0,0,UFC Ultimate Fight Night 4,"April 6, 2006"
4598,Chael Sonnen,Trevor Prangley,Middleweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,28,-16,15,7,11,3,73.00,0,74.00,0,0,0,UFC Ultimate Fight Night 4,"April 6, 2006"
4599,Rich Franklin (c),David Loiseau,Middleweight,"Decision (unanimous) (50–43, 50–42, 50–42)",5,5:00,-16,-16,21,1,14,4,0,0,0,0,0,0,UFC 58,"March 4, 2006"
4600,Georges St-Pierre,B.J. Penn,Welterweight,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,24,-16,11,1,10,2,70.50,0,76.00,0,42.00,0,UFC 58,"March 4, 2006"
4601,Nate Marquardt,Joe Doerksen,Middleweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,26,-16,22,6,32,8,72.00,0,74.00,0,42.00,0,UFC 58,"March 4, 2006"
4602,Sam Stout,Spencer Fisher,Lightweight,"Decision (split) (29–28, 29–28, 28–29)",3,5:00,21,-16,8,1,17,1,69.00,0,70.00,0,0,0,UFC 58,"March 4, 2006"
4603,Jason Lambert,Rob MacDonald,Light Heavyweight,Submission (kimura),1,1:54,-16,-16,19,5,3,0,0,0,0,0,0,0,UFC 58,"March 4, 2006"
4604,Brandon Vera,Justin Eilers,Heavyweight,KO (head kick and knee),1,1:25,28,-16,5,0,9,4,74.00,0,0,0,0,0,UFC 57,"February 4, 2006"
4605,Marcio Cruz,Frank Mir,Heavyweight,TKO (punches and elbows),1,4:10,-16,26,1,0,8,1,0,75.00,0,79.00,0,43.00,UFC 57,"February 4, 2006"
4606,Renato Sobral,Mike Van Arsdale,Light Heavyweight,Submission (rear-naked choke),1,2:21,-16,-16,29,6,8,2,0,0,0,0,0,0,UFC 57,"February 4, 2006"
4607,Joe Riggs,Nick Diaz,Welterweight,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,23,22,23,6,11,4,72.00,73.00,70.00,76.00,37.00,40.00,UFC 57,"February 4, 2006"
4608,Alessio Sakara,Elvis Sinosic,Light Heavyweight,"Decision (unanimous) (29–25, 29–26, 29–26)",3,5:00,24,-16,10,3,6,8,72.00,0,72.00,0,0,0,UFC 57,"February 4, 2006"
4609,Jeff Monson,Branden Lee Hinkle,Heavyweight,Technical Submission (north-south choke),1,4:35,-16,-16,20,5,13,6,0,0,0,0,0,0,UFC 57,"February 4, 2006"
4610,Keith Jardine,Mike Whitehead,Light Heavyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,-16,-16,10,1,9,4,0,0,0,0,0,0,UFC 57,"February 4, 2006"
4611,Tim Sylvia,Assuerio Silva,Heavyweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,-16,-16,19,2,11,3,0,0,0,0,0,0,UFC Ultimate Fight Night 3,"January 16, 2006"
4612,Stephan Bonnar,James Irvin,Light Heavyweight,Submission (kimura),1,4:30,-16,-16,8,2,9,1,0,0,0,0,0,0,UFC Ultimate Fight Night 3,"January 16, 2006"
4613,Josh Burkman,Drew Fickett,Welterweight,Submission (guillotine choke),1,1:07,-16,-16,14,3,28,3,0,0,0,0,0,0,UFC Ultimate Fight Night 3,"January 16, 2006"
4614,Chris Leben,Jorge Rivera,Middleweight,TKO (punches),1,1:44,25,-16,13,2,13,4,71.00,0,74.00,0,0,0,UFC Ultimate Fight Night 3,"January 16, 2006"
4615,Josh Neer,Melvin Guillard,Welterweight,Submission (triangle choke),1,4:20,-16,-16,15,3,19,4,0,156.00,0,68.00,0,0,UFC Ultimate Fight Night 3,"January 16, 2006"
4616,Duane Ludwig,Jonathan Goulet,Welterweight,KO (punch),1,0:06,-16,-16,10,4,15,5,0,0,0,0,0,0,UFC Ultimate Fight Night 3,"January 16, 2006"
4617,Spencer Fisher,Aaron Riley,Welterweight,TKO (doctor stoppage),1,5:00,-16,-16,15,1,25,7,0,0,0,0,0,0,UFC Ultimate Fight Night 3,"January 16, 2006"
4618,Jason Von Flue,Alex Karalexis,Welterweight,Technical Submission (Von Flue choke),3,1:17,-16,-16,10,4,5,1,0,0,0,0,0,0,UFC Ultimate Fight Night 3,"January 16, 2006"
4619,Rich Franklin (c),Nate Quarry,Middleweight,KO (punch),1,2:34,-17,-17,20,1,8,1,0,0,0,0,0,0,UFC 56,"November 19, 2005"
4620,Gabriel Gonzaga,Kevin Jordan,Heavyweight,KO (superman punch),3,4:39,25,-17,4,1,8,3,74.00,0,76.00,0,42.00,0,UFC 56,"November 19, 2005"
4621,Matt Hughes (c),Joe Riggs,Catchweight,Submission (kimura),1,3:28,-17,22,38,4,23,5,0,72.00,0,70.00,0,37.00,UFC 56,"November 19, 2005"
4622,Georges St-Pierre,Sean Sherk,Welterweight,TKO (punches and elbows),2,2:53,23,-17,10,1,31,1,70.50,0,76.00,0,42.00,0,UFC 56,"November 19, 2005"
4623,Jeremy Horn,Trevor Prangley,Middleweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,-17,-17,76,14,11,2,0,0,0,0,0,0,UFC 56,"November 19, 2005"
4624,Nick Thompson,Keith Wisniewski,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,-17,23,21,8,22,7,0,71.00,0,0,0,0,UFC 56,"November 19, 2005"
4625,Andrei Arlovski (c),Paul Buentello,Heavyweight,KO (punch),1,0:15,-17,-17,9,3,21,8,0,0,0,0,0,0,UFC 55,"October 7, 2005"
4626,Forrest Griffin,Elvis Sinosic,Light Heavyweight,TKO (punches),1,3:22,-17,-17,11,2,6,7,0,0,0,0,0,0,UFC 55,"October 7, 2005"
4627,Renato Sobral,Chael Sonnen,Light Heavyweight,Submission (triangle choke),2,1:20,-17,27,28,6,15,6,0,73.00,0,74.00,0,0,UFC 55,"October 7, 2005"
4628,Joe Riggs,Chris Lytle,Welterweight,TKO (cut),2,2:00,22,-17,22,5,20,11,72.00,0,70.00,0,37.00,0,UFC 55,"October 7, 2005"
4629,Jorge Rivera,Dennis Hallman,Middleweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,-17,-17,12,4,41,10,0,0,0,0,0,0,UFC 55,"October 7, 2005"
4630,David Loiseau,Evan Tanner,Middleweight,TKO (doctor stoppage),2,4:15,-17,-17,13,4,31,5,0,0,0,0,0,0,UFC Ultimate Fight Night 2,"October 3, 2005"
4631,Chris Leben,Edwin Dewees,Middleweight,Submission (armbar),1,3:26,24,-17,12,2,32,7,71.00,0,74.00,0,0,0,UFC Ultimate Fight Night 2,"October 3, 2005"
4632,Brandon Vera,Fabiano Scherner,Heavyweight,TKO (knees),2,3:22,27,-17,4,0,5,1,74.00,0,0,0,0,0,UFC Ultimate Fight Night 2,"October 3, 2005"
4633,Drew Fickett,Josh Koscheck,Welterweight,Technical Submission (rear-naked choke),3,4:28,-17,27,27,3,4,0,0,70.00,0,73.00,0,0,UFC Ultimate Fight Night 2,"October 3, 2005"
4634,Spencer Fisher,Thiago Alves,Welterweight,Submission (triangle choke),2,4:43,-17,21,14,1,8,3,0,69.00,0,70.00,0,37.50,UFC Ultimate Fight Night 2,"October 3, 2005"
4635,Jon Fitch,Brock Larson,Middleweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,-17,-17,11,2,15,0,0,0,0,0,0,0,UFC Ultimate Fight Night 2,"October 3, 2005"
4636,Jonathan Goulet,Jay Hieron,Welterweight,TKO (doctor stoppage),3,1:05,-17,-17,13,5,7,1,0,0,0,0,0,0,UFC Ultimate Fight Night 2,"October 3, 2005"
4637,Tim Sylvia,Tra Telligman,Heavyweight,KO (head kick),1,4:59,-17,-17,18,2,7,4,0,0,0,0,0,0,UFC 54,"August 20, 2005"
4638,Randy Couture,Mike Van Arsdale,Light Heavyweight,Submission (anaconda choke),3,0:52,-17,-17,13,7,8,1,0,0,0,0,0,0,UFC 54,"August 20, 2005"
4639,Diego Sanchez,Brian Gassaway,Welterweight,TKO (Submission to punches),2,1:56,23,-17,12,0,23,12,70.00,0,72.50,0,40.00,0,UFC 54,"August 20, 2005"
4640,Georges St-Pierre,Frank Trigg,Welterweight,Submission (rear-naked choke),1,4:09,23,-17,9,1,12,3,70.50,0,76.00,0,42.00,0,UFC 54,"August 20, 2005"
4641,Matt Lindland,Joe Doerksen,Middleweight,Decision (unanimous),3,5:00,-17,-17,14,3,31,6,0,0,0,0,0,0,UFC 54,"August 20, 2005"
4642,Trevor Prangley,Travis Lutter,Middleweight,Decision (unanimous),3,5:00,-17,-17,10,2,6,2,0,0,0,0,0,0,UFC 54,"August 20, 2005"
4643,James Irvin,Terry Martin,Light Heavyweight,KO (flying knee),2,0:09,-17,-17,8,1,10,1,0,0,0,0,0,0,UFC 54,"August 20, 2005"
4644,Andrei Arlovski (ic),Justin Eilers,Heavyweight,TKO (punches),1,4:10,-17,-17,8,3,9,3,0,0,0,0,0,0,UFC 53,"June 4, 2005"
4645,Karo Parisyan,Matt Serra,Welterweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,-17,-17,13,3,8,3,0,0,0,0,0,0,UFC 53,"June 4, 2005"
4646,Rich Franklin,Evan Tanner (c),Middleweight,TKO (doctor stoppage),4,3:25,-17,-17,19,1,31,4,0,0,0,0,0,0,UFC 53,"June 4, 2005"
4647,Paul Buentello,Kevin Jordan,Heavyweight,Submission (guillotine choke / Exhaustion),1,4:00,-17,-17,20,8,8,2,0,0,0,0,0,0,UFC 53,"June 4, 2005"
